;ANALISIS HARGA SATUAN PEKERJAAN (AHSP) BIDANG CIPTA KARYA;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;HARGA SATUAN PEKERJAAN PERSIAPAN;;;;;;;;;
;(K3) Pembuatan 1 m2 pagar sementara dari kayu tinggi 2 meter;;;;;;;;;
;No;Uraian;Kode;Satuan;Koefisien;Harga Satuan;Jumlah Harga;;;
;A;TENAGA;;;;;;;;
;;Tukang kayu;L.02;OH;1,56;Rp98.000;Rp152.880,00;;;
;;Tukang besi;L.02;OH;1,4;Rp98.000;Rp137.200,00;;;
;;Kepala tukang;L.03;OH;0,323;Rp106.000;Rp34.238,00;;;
;;Mandor;L.04;OH;0,283;Rp111.000;Rp31.413,00;;;
;;;;JUMLAH TENAGA KERJA;;;Rp908.131,00;;;
;B;BAHAN;;;;;;;;
;;Kayu kelas III;M.94; m3 ;0,27;Rp2.088.900; Rp- ;;;
;;Paku Biasa;M.200; Kg ;2;Rp18.000;Rp36.000,00;;;
;;Minyak bekisting;M.404; L ;0,6;Rp35.000;Rp21.000,00;;;
;;Besi beton (polos/ulir);M.42; Kg ;210;Rp10.000;Rp2.100.000,00;;;
;;Kawat beton;M.194; Kg ;3;Rp15.000;Rp45.000,00;;;
;;Semen portland;M.11; Kg ;336;Rp1.250;Rp420.000,00;;;
;;Pasir Beton;M.46; m3 ;0,54;Rp103.800;Rp56.052,00;;;
;;Kerikil;M.44; m3 ;0,81;Rp222.500;Rp180.225,00;;;
;;;;JUMLAH HARGA BAHAN;;;Rp2.858.277,00;;;
;C;PERALATAN;;;;;;;;
;;;;JUMLAH HARGA ALAT;;;;;;
;D;Jumlah (A+B+C);;;;;Rp3.766.408,00;;;
;E;Overhead & Profit 9,5%;;;0,095;;Rp357.808,76;;;
PB29;F;Harga Satuan Pekerjaan (D+E);;;;;Rp4.124.216,76;;;
;;;;;;;;;;
;Membuat 1 m3 kolom beton bertulang (300 kg besi + bekisting);;;;;;;;;
;No;Uraian;Kode;Satuan;Koefisien;Harga Satuan;Jumlah Harga;;;
;A;TENAGA;;;;;;;;
;;Pekerja;L.01;OH;7,05;Rp93.000;Rp655.650,00;;;
;;Tukang Batu;L.02;OH;0,275;Rp98.000;Rp26.950,00;;;
;;Tukang kayu;L.02;OH;1,65;Rp98.000;Rp161.700,00;;;
;;Tukang besi;L.02;OH;2,1;Rp98.000;Rp205.800,00;;;
;;Kepala tukang;L.03;OH;0,403;Rp106.000;Rp42.718,00;;;
;;Mandor;L.04;OH;0,353;Rp111.000;Rp39.183,00;;;
;;;;JUMLAH TENAGA KERJA;;;Rp1.132.001,00;;;
;B;BAHAN;;;;;;;;
;;Kayu kelas III;M.94; m3 ;0,4;Rp2.088.900;Rp835.560,00;;;
;;Paku Biasa;M.200; Kg ;4;Rp18.000;Rp72.000,00;;;
;;Minyak bekisting;M.404; L ;2;Rp35.000;Rp70.000,00;;;
;;Besi beton (polos/ulir);M.42; Kg ;315;Rp10.000;Rp3.150.000,00;;;
;;Kawat beton;M.194; Kg ;4,5;Rp15.000;Rp67.500,00;;;
;;Semen portland;M.11; Kg ;336;Rp1.250;Rp420.000,00;;;
;;Pasir Beton;M.46; m3 ;0,54;Rp103.800;Rp56.052,00;;;
;;Kerikil;M.44; m3 ;0,81;Rp222.500;Rp180.225,00;;;
;;Kayu kelas II balok;M.86; m3 ;0,15;Rp7.579.000;Rp1.136.850,00;;;
;;Plywood 9 mm;M.103; Lembar ;3,5;Rp187.300;Rp655.550,00;;;
;;Dolken kayu Ø 8-10/400 cm;M.74; Batang ;20;Rp62.000;Rp1.240.000,00;;;
;;;;JUMLAH HARGA BAHAN;;;Rp7.883.737,00;;;
;C;PERALATAN;;;;;;;;
;;;;JUMLAH HARGA ALAT;;;;;;
;D;Jumlah (A+B+C);;;;;Rp9.015.738,00;;;
;E;Overhead & Profit 9,5%;;;0,095;;Rp856.495,11;;;
PB30;F;Harga Satuan Pekerjaan (D+E);;;;;Rp9.872.233,11;;;
;;;;;;;;;;
;Membuat 1 m3 balok beton bertulang (200 kg besi + bekisting);;;;;;;;;
;No;Uraian;Kode;Satuan;Koefisien;Harga Satuan;Jumlah Harga;;;
;A;TENAGA;;;;;;;;
;;Pekerja;L.01;OH;6,35;Rp93.000;Rp590.550,00;;;
;;Tukang Batu;L.02;OH;0,275;Rp98.000;Rp26.950,00;;;
;;Tukang kayu;L.02;OH;1,65;Rp98.000;Rp161.700,00;;;
;;Tukang besi;L.02;OH;1,4;Rp98.000;Rp137.200,00;;;
;;Kepala tukang;L.03;OH;0,333;Rp106.000;Rp35.298,00;;;
;;Mandor;L.04;OH;0,318;Rp111.000;Rp35.298,00;;;
;;;;JUMLAH TENAGA KERJA;;;Rp986.996,00;;;
;B;BAHAN;;;;;;;;
;;Kayu kelas III;M.94; m3 ;0,32;Rp2.088.900;Rp668.448,00;;;
;;Paku Biasa;M.200; Kg ;3,2;Rp18.000;Rp57.600,00;;;
;;Minyak bekisting;M.404; L ;1,6;Rp35.000;Rp56.000,00;;;
;;Besi beton (polos/ulir);M.42; Kg ;210;Rp10.000;Rp2.100.000,00;;;
;;Kawat beton;M.194; Kg ;3;Rp15.000;Rp45.000,00;;;
;;Semen portland;M.11; Kg ;336;Rp1.250;Rp420.000,00;;;
;;Pasir Beton;M.46; m3 ;0,54;Rp103.800;Rp56.052,00;;;
;;Kerikil;M.44; m3 ;0,81;Rp222.500;Rp180.225,00;;;
;;Kayu kelas II balok;M.86; m3 ;0,14;Rp7.579.000;Rp1.061.060,00;;;
;;Plywood 9 mm;M.103; Lembar ;2,8;Rp187.300;Rp524.440,00;;;
;;Dolken kayu Ø 8-10/400 cm;M.74; Batang ;16;Rp62.000;Rp992.000,00;;;
;;;;JUMLAH HARGA BAHAN;;;Rp6.160.825,00;;;
;C;PERALATAN;;;;;;;;
;;;;JUMLAH HARGA ALAT;;;;;;
;D;Jumlah (A+B+C);;;;;Rp7.147.821,00;;;
;E;Overhead & Profit 9,5%;;;0,095;;Rp679.043,00;;;
PB31;F;Harga Satuan Pekerjaan (D+E);;;;;Rp7.826.864,00;;;
;;;;;;;;;;
;Membuat 1 m3 kolom beton bertulang (150 kg besi + bekisting);;;;;;;;;
;No;Uraian;Kode;Satuan;Koefisien;Harga Satuan;Jumlah Harga;;;
;A;TENAGA;;;;;;;;
;;Pekerja;L.01;OH;5,3;Rp93.000;Rp492.900,00;;;
;;Tukang Batu;L.02;OH;0,275;Rp98.000;Rp26.950,00;;;
;;Tukang kayu;L.02;OH;1,3;Rp98.000;Rp127.400,00;;;
;;Tukang besi;L.02;OH;1,05;Rp98.000;Rp102.900,00;;;
;;Kepala tukang;L.03;OH;0,265;Rp106.000;Rp28.090,00;;;
;;Mandor;L.04;OH;0,265;Rp111.000;Rp29.415,00;;;
;;;;JUMLAH TENAGA KERJA;;;Rp807.655,00;;;
;B;BAHAN;;;;;;;;
;;Kayu kelas III;M.94; m3 ;0,32;Rp2.088.900;Rp668.448,00;;;
;;Paku Biasa;M.200; Kg ;3,2;Rp18.000;Rp57.600,00;;;
;;Minyak bekisting;M.404; L ;1,6;Rp35.000;Rp56.000,00;;;
;;Besi beton (polos/ulir);M.42; Kg ;157,5;Rp10.000;Rp1.575.000,00;;;
;;Kawat beton;M.194; Kg ;2,25;Rp15.000;Rp33.750,00;;;
;;Semen portland;M.11; Kg ;336;Rp1.250;Rp420.000,00;;;
;;Pasir Beton;M.46; m3 ;0,54;Rp103.800;Rp56.052,00;;;
;;Kerikil;M.44; m3 ;0,81;Rp222.500;Rp180.225,00;;;
;;Kayu kelas II balok;M.86; m3 ;0,12;Rp7.579.000;Rp909.480,00;;;
;;Plywood 9 mm;M.103; Lembar ;2,8;Rp187.300;Rp524.440,00;;;
;;Dolken kayu Ø 8-10/400 cm;M.74; Batang ;32;Rp62.000;Rp1.984.000,00;;;
;;;;JUMLAH HARGA BAHAN;;;Rp6.464.995,00;;;
;C;PERALATAN;;;;;;;;
;;;;JUMLAH HARGA ALAT;;;;;;
;D;Jumlah (A+B+C);;;;;Rp7.272.650,00;;;
;E;Overhead & Profit 9,5%;;;0,095;;Rp690.901,75;;;
PB32;F;Harga Satuan Pekerjaan (D+E);;;;;Rp7.963.551,75;;;
;;;;;;;;;;
;Membuat 1 m3 dinding beton bertulang (150 kg besi + bekisting);;;;;;;;;
;No;Uraian;Kode;Satuan;Koefisien;Harga Satuan;Jumlah Harga;;;
;A;TENAGA;;;;;;;;
;;Pekerja;L.01;OH;0,53;Rp93.000;Rp49.290,00;;;
;;Tukang Batu;L.02;OH;0,275;Rp98.000;Rp26.950,00;;;
;;Tukang kayu;L.02;OH;1,3;Rp98.000;Rp127.400,00;;;
;;Tukang besi;L.02;OH;1,05;Rp98.000;Rp102.900,00;;;
;;Kepala tukang;L.03;OH;0,262;Rp106.000;Rp27.772,00;;;
;;Mandor;L.04;OH;0,265;Rp111.000;Rp29.415,00;;;
;;;;JUMLAH TENAGA KERJA;;;Rp363.727,00;;;
;B;BAHAN;;;;;;;;
;;Kayu kelas III;M.94; m3 ;0,24;Rp2.088.900;Rp501.336,00;;;
;;Paku Biasa;M.200; Kg ;3,2;Rp18.000;Rp57.600,00;;;
;;Minyak bekisting;M.404; L ;1,6;Rp35.000;Rp56.000,00;;;
;;Besi beton (polos/ulir);M.42; Kg ;157,5;Rp10.000;Rp1.575.000,00;;;
;;Kawat beton;M.194; Kg ;2,25;Rp15.000;Rp33.750,00;;;
;;Semen portland;M.11; Kg ;336;Rp1.250;Rp420.000,00;;;
;;Pasir Beton;M.46; m3 ;0,54;Rp103.800;Rp56.052,00;;;
;;Kerikil;M.44; m3 ;0,81;Rp222.500;Rp180.225,00;;;
;;Kayu kelas II balok;M.86; m3 ;0,16;Rp7.579.000;Rp1.212.640,00;;;
;;Plywood 9 mm;M.103; Lembar ;2,8;Rp187.300;Rp524.440,00;;;
;;Dolken kayu Ø 8-10/400 cm;M.74; Batang ;24;Rp62.000;Rp1.488.000,00;;;
;;;;JUMLAH HARGA BAHAN;;;Rp6.105.043,00;;;
;C;PERALATAN;;;;;;;;
;;;;JUMLAH HARGA ALAT;;;;;;
;D;Jumlah (A+B+C);;;;;Rp6.468.770,00;;;
;E;Overhead & Profit 9,5%;;;0,095;;Rp614.533,15;;;
PB33;F;Harga Satuan Pekerjaan (D+E);;;;;Rp7.083.303,15;;;
;;;;;;;;;;
;Membuat 1 m3 dinding beton bertulang (200 kg besi + bekisting);;;;;;;;;
;No;Uraian;Kode;Satuan;Koefisien;Harga Satuan;Jumlah Harga;;;
;A;TENAGA;;;;;;;;
;;Pekerja;L.01;OH;5,65;Rp93.000;Rp525.450,00;;;
;;Tukang Batu;L.02;OH;0,275;Rp98.000;Rp26.950,00;;;
;;Tukang kayu;L.02;OH;1,56;Rp98.000;Rp152.880,00;;;
;;Tukang besi;L.02;OH;1,4;Rp98.000;Rp137.200,00;;;
;;Kepala tukang;L.03;OH;0,323;Rp106.000;Rp34.238,00;;;
;;Mandor;L.04;OH;0,283;Rp111.000;Rp31.413,00;;;
;;;;JUMLAH TENAGA KERJA;;;Rp908.131,00;;;
;B;BAHAN;;;;;;;;
;;Kayu kelas III;M.94; m3 ;0,25;Rp2.088.900;Rp522.225,00;;;
;;Paku Biasa;M.200; Kg ;3;Rp18.000;Rp54.000,00;;;
;;Minyak bekisting;M.404; L ;1,2;Rp35.000;Rp42.000,00;;;
;;Besi beton (polos/ulir);M.42; Kg ;210;Rp10.000;Rp2.100.000,00;;;
;;Kawat beton;M.194; Kg ;3;Rp15.000;Rp45.000,00;;;
;;Semen portland;M.11; Kg ;336;Rp1.250;Rp420.000,00;;;
;;Pasir Beton;M.46; m3 ;0,54;Rp103.800;Rp56.052,00;;;
;;Kerikil;M.44; m3 ;0,81;Rp222.500;Rp180.225,00;;;
;;Kayu kelas II balok;M.86; m3 ;0,105;Rp7.579.000;Rp795.795,00;;;
;;Plywood 9 mm;M.103; Lembar ;2,5;Rp187.300;Rp468.250,00;;;
;;Dolken kayu Ø 8-10/400 cm;M.74; Batang ;14;Rp62.000;Rp868.000,00;;;
;;;;JUMLAH HARGA BAHAN;;;Rp5.551.547,00;;;
;C;PERALATAN;;;;;;;;
;;;;JUMLAH HARGA ALAT;;;;;;
;D;Jumlah (A+B+C);;;;;Rp6.459.678,00;;;
;E;Overhead & Profit 9,5%;;;0,095;;Rp613.669,41;;;
PB34;F;Harga Satuan Pekerjaan (D+E);;;;;Rp7.073.347,41;;;
;;;;;;;;;;
;Membuat 1 m’ kolom praktis beton bertulang (11 x 11) cm;;;;;;;;;
;No;Uraian;Kode;Satuan;Koefisien;Harga Satuan;Jumlah Harga;;;
;A;TENAGA;;;;;;;;
;;Pekerja;L.01;OH;0,18;Rp93.000;Rp16.740,00;;;
;;Tukang Batu;L.02;OH;0,02;Rp98.000;Rp1.960,00;;;
;;Tukang kayu;L.02;OH;0,02;Rp98.000;Rp1.960,00;;;
;;Tukang besi;L.02;OH;0,02;Rp98.000;Rp1.960,00;;;
;;Kepala tukang;L.03;OH;0,006;Rp106.000;Rp636,00;;;
;;Mandor;L.04;OH;0,009;Rp111.000;Rp999,00;;;
;;;;JUMLAH TENAGA KERJA;;;Rp24.255,00;;;
;B;BAHAN;;;;;;;;
;;Kayu kelas III;M.94; m3 ;0,002;Rp2.088.900;Rp4.177,80;;;
;;Paku Biasa;M.200; Kg ;0,01;Rp18.000;Rp180,00;;;
;;Minyak bekisting;M.404; L ;1,2;Rp35.000;Rp42.000,00;;;
;;Besi beton (polos/ulir);M.42; Kg ;3;Rp10.000;Rp30.000,00;;;
;;Kawat beton;M.194; Kg ;0,45;Rp15.000;Rp6.750,00;;;
;;Semen portland;M.11; Kg ;4;Rp1.250;Rp5.000,00;;;
;;Pasir Beton;M.46; m3 ;0,006;Rp103.800;Rp622,80;;;
;;Kerikil;M.44; m3 ;0,009;Rp222.500;Rp2.002,50;;;
;;;;JUMLAH HARGA BAHAN;;;Rp90.733,10;;;
;C;PERALATAN;;;;;;;;
;;;;JUMLAH HARGA ALAT;;;;;;
;D;Jumlah (A+B+C);;;;;Rp114.988,10;;;
;E;Overhead & Profit 9,5%;;;0,095;;Rp10.923,87;;;
PB35;F;Harga Satuan Pekerjaan (D+E);;;;;Rp125.911,97;;;
;;;;;;;;;;
;Membuat 1 m’ ring balok beton bertulang (10 x 15) cm;;;;;;;;;
;No;Uraian;Kode;Satuan;Koefisien;Harga Satuan;Jumlah Harga;;;
;A;TENAGA;;;;;;;;
;;Pekerja;L.01;OH;0,297;Rp93.000;Rp27.621,00;;;
;;Tukang Batu;L.02;OH;0,033;Rp98.000;Rp3.234,00;;;
;;Tukang kayu;L.02;OH;0,033;Rp98.000;Rp3.234,00;;;
;;Tukang besi;L.02;OH;0,033;Rp98.000;Rp3.234,00;;;
;;Kepala tukang;L.03;OH;0,01;Rp106.000;Rp1.060,00;;;
;;Mandor;L.04;OH;0,015;Rp111.000;Rp1.665,00;;;
;;;;JUMLAH TENAGA KERJA;;;Rp40.048,00;;;
;B;BAHAN;;;;;;;;
;;Kayu kelas III;M.94; m3 ;0,003;Rp2.088.900;Rp6.266,70;;;
;;Paku Biasa;M.200; Kg ;0,02;Rp18.000;Rp360,00;;;
;;Minyak bekisting;M.404; L ;1,2;Rp35.000;Rp42.000,00;;;
;;Besi beton (polos/ulir);M.42; Kg ;3,6;Rp10.000;Rp36.000,00;;;
;;Kawat beton;M.194; Kg ;0,05;Rp15.000;Rp750,00;;;
;;Semen portland;M.11; Kg ;5,5;Rp1.250;Rp6.875,00;;;
;;Pasir Beton;M.46; m3 ;0,009;Rp103.800;Rp934,20;;;
;;Kerikil;M.44; m3 ;0,015;Rp222.500;Rp3.337,50;;;
;;;;JUMLAH HARGA BAHAN;;;Rp96.523,40;;;
;C;PERALATAN;;;;;;;;
;;;;JUMLAH HARGA ALAT;;;;;;
;D;Jumlah (A+B+C);;;;;Rp136.571,40;;;
;E;Overhead & Profit 9,5%;;;0,095;;Rp12.974,28;;;
PB36;F;Harga Satuan Pekerjaan (D+E);;;;;Rp149.545,68;;;
;;;;;;;;;;
;HARGA SATUAN PEKERJAAN BETON PRACETAK;;;;;;;;;
;(K3) Pembuatan 1 m2 lahan produksi tebal 8cm beton f’c 14,5 Mpa (K 175) slump (120 ± 20) mm;;;;;;;;;
;No;Uraian;Kode;Satuan;Koefisien;Harga Satuan;Jumlah Harga;;;
;A;TENAGA;;;;;;;;
;;Pekerja;L.01;OH;0,132;Rp93.000;Rp12.276,00;;;
;;Tukang Batu;L.02;OH;0,022;Rp98.000;Rp2.156,00;;;
;;Kepala tukang;L.03;OH;0,002;Rp106.000;Rp212,00;;;
;;Mandor;L.04;OH;0,007;Rp111.000;Rp777,00;;;
;;;;JUMLAH TENAGA KERJA;;;Rp15.421,00;;;
;B;BAHAN;;;;;;;;
;;Semen portland;M.11; Kg ;26,08;Rp1.250;Rp32.600,00;;;
;;Pasir beton;M.47; Kg ;60,8;Rp150;Rp9.120,00;;;
;;Kerikil (Maks 30 mm);M.45; Kg ;82,32;Rp150;Rp12.348,00;;;
;;Air;M.02; m3 ;17,2;Rp1;Rp17,20;;;
;;;;JUMLAH HARGA BAHAN;;;Rp54.085,20;;;
;C;PERALATAN;;;;;;;;
;;;;JUMLAH HARGA ALAT;;;;;;
;D;Jumlah (A+B+C);;;;;Rp69.506,20;;;
;E;Overhead & Profit 9,5%;;;0,095;;Rp6.603,09;;;
PB37;F;Harga Satuan Pekerjaan (D+E);;;;;Rp76.109,29;;;
;;;;;;;;;;
;(K3) Pembuatan 1 m2 lahan produksi tebal 10 cm beton f’c 14,5 Mpa (K 175) slump (120 ± 20) mm;;;;;;;;;
;No;Uraian;Kode;Satuan;Koefisien;Harga Satuan;Jumlah Harga;;;
;A;TENAGA;;;;;;;;
;;Pekerja;L.01;OH;0,165;Rp93.000;Rp15.345,00;;;
;;Tukang Batu;L.02;OH;0,028;Rp98.000;Rp2.744,00;;;
;;Kepala tukang;L.03;OH;0,003;Rp106.000;Rp318,00;;;
;;Mandor;L.04;OH;0,008;Rp111.000;Rp888,00;;;
;;;;JUMLAH TENAGA KERJA;;;Rp19.295,00;;;
;B;BAHAN;;;;;;;;
;;Semen portland;M.11; Kg ;32,6;Rp1.250;Rp40.750,00;;;
;;Pasir beton;M.47; Kg ;76;Rp150;Rp11.400,00;;;
;;Kerikil (Maks 30 mm);M.45; Kg ;102,9;Rp150;Rp15.435,00;;;
;;Air;M.02; m3 ;21,5;Rp1;Rp21,50;;;
;;;;JUMLAH HARGA BAHAN;;;Rp67.606,50;;;
;C;PERALATAN;;;;;;;;
;;;;JUMLAH HARGA ALAT;;;;;;
;D;Jumlah (A+B+C);;;;;Rp86.901,50;;;
;E;Overhead & Profit 9,5%;;;0,095;;Rp8.255,64;;;
PB38;F;Harga Satuan Pekerjaan (D+E);;;;;Rp95.157,14;;;
;;;;;;;;;;
;(K3) Pembuatan 1 m2 lahan produksi tebal 12 cm beton f’c 14,5 Mpa (K 175) slump (120 ± 20) mm;;;;;;;;;
;No;Uraian;Kode;Satuan;Koefisien;Harga Satuan;Jumlah Harga;;;
;A;TENAGA;;;;;;;;
;;Pekerja;L.01;OH;0,198;Rp93.000;Rp18.414,00;;;
;;Tukang Batu;L.02;OH;0,033;Rp98.000;Rp3.234,00;;;
;;Kepala tukang;L.03;OH;0,003;Rp106.000;Rp318,00;;;
;;Mandor;L.04;OH;0,01;Rp111.000;Rp1.110,00;;;
;;;;JUMLAH TENAGA KERJA;;;Rp23.076,00;;;
;B;BAHAN;;;;;;;;
;;Semen portland;M.11; Kg ;32,12;Rp1.250;Rp40.150,00;;;
;;Pasir beton;M.47; Kg ;91,2;Rp150;Rp13.680,00;;;
;;Kerikil (Maks 30 mm);M.45; Kg ;123,48;Rp150;Rp18.522,00;;;
;;Air;M.02; m3 ;25,8;Rp1;Rp25,80;;;
;;;;JUMLAH HARGA BAHAN;;;Rp72.377,80;;;
;C;PERALATAN;;;;;;;;
;;;;JUMLAH HARGA ALAT;;;;;;
;D;Jumlah (A+B+C);;;;;Rp95.453,80;;;
;E;Overhead & Profit 9,5%;;;0,095;;Rp9.068,11;;;
PB39;F;Harga Satuan Pekerjaan (D+E);;;;;Rp104.521,91;;;
;;;;;;;;;;
;(K3) Pembuatan 1 m2 lahan produksi tebal 15 cm beton f’c 14,5 Mpa (K 175) slump (120 ± 20) mm;;;;;;;;;
;No;Uraian;Kode;Satuan;Koefisien;Harga Satuan;Jumlah Harga;;;
;A;TENAGA;;;;;;;;
;;Pekerja;L.01;OH;0,248;Rp93.000;Rp23.064,00;;;
;;Tukang Batu;L.02;OH;0,041;Rp98.000;Rp4.018,00;;;
;;Kepala tukang;L.03;OH;0,004;Rp106.000;Rp424,00;;;
;;Mandor;L.04;OH;0,013;Rp111.000;Rp1.443,00;;;
;;;;JUMLAH TENAGA KERJA;;;Rp28.949,00;;;
;B;BAHAN;;;;;;;;
;;Semen portland;M.11; Kg ;48,9;Rp1.250;Rp61.125,00;;;
;;Pasir beton;M.47; Kg ;114;Rp150;Rp17.100,00;;;
;;Kerikil (Maks 30 mm);M.45; Kg ;154,35;Rp150;Rp23.152,50;;;
;;Air;M.02; m3 ;32,25;Rp1;Rp32,25;;;
;;;;JUMLAH HARGA BAHAN;;;Rp101.409,75;;;
;C;PERALATAN;;;;;;;;
;;;;JUMLAH HARGA ALAT;;;;;;
;D;Jumlah (A+B+C);;;;;Rp130.358,75;;;
;E;Overhead & Profit 9,5%;;;0,095;;Rp12.384,08;;;
PB40;F;Harga Satuan Pekerjaan (D+E);;;;;Rp142.742,83;;;
;;;;;;;;;;
;Pembuatan 1 m2 bekisting untuk plat beton pracetak ( 5 kali pakai);;;;;;;;;
;No;Uraian;Kode;Satuan;Koefisien;Harga Satuan;Jumlah Harga;;;
;A;TENAGA;;;;;;;;
;;Pekerja;L.01;OH;0,007;Rp93.000;Rp651,00;;;
;;Tukang Batu;L.02;OH;0,076;Rp98.000;Rp7.448,00;;;
;;Kepala tukang;L.03;OH;0,008;Rp106.000;Rp848,00;;;
;;Mandor;L.04;OH;0,001;Rp111.000;Rp111,00;;;
;;;;JUMLAH TENAGA KERJA;;;Rp9.058,00;;;
;B;BAHAN;;;;;;;;
;;Lantai kerja tebal 10cm;M.503; m3 ;0,08;Rp390.600;Rp31.248,00;;;
;;Besi hollow 50.50.3;M.504; Kg ;9,394;Rp16.200;Rp152.182,80;;;
;;Kayu kaso 5/7;M.86; m3 ;0,005;Rp7.579.000;Rp37.895,00;;;
;;Phenol film 12mm;M.505; Lbr ;0,08;Rp213.400;Rp17.072,00;;;
;;Minyak bekisting;M.404; L ;0,2;Rp35.000;Rp7.000,00;;;
;;Dynabol dia 12 x 120 mm;M.175; Buah ;3,882;Rp15.600;Rp60.559,20;;;
;;;;JUMLAH HARGA BAHAN;;;Rp305.957,00;;;
;C;PERALATAN;;;;;;;;
;;;;JUMLAH HARGA ALAT;;;;;;
;D;Jumlah (A+B+C);;;;;Rp315.015,00;;;
;E;Overhead & Profit 9,5%;;;0,095;;Rp29.926,43;;;
PB41;F;Harga Satuan Pekerjaan (D+E);;;;;Rp344.941,43;;;
;;;;;;;;;;
;Pembuatan 1 m2 bekisting untuk balok beton pracetak ( 10-12 kali pakai);;;;;;;;;
;No;Uraian;Kode;Satuan;Koefisien;Harga Satuan;Jumlah Harga;;;
;A;TENAGA;;;;;;;;
;;Pekerja;L.01;OH;0,004;Rp93.000;Rp372,00;;;
;;Tukang Batu;L.02;OH;0,038;Rp98.000;Rp3.724,00;;;
;;Kepala tukang;L.03;OH;0,004;Rp106.000;Rp424,00;;;
;;Mandor;L.04;OH;0,001;Rp111.000;Rp111,00;;;
;;;;JUMLAH TENAGA KERJA;;;Rp4.631,00;;;
;B;BAHAN;;;;;;;;
;;Kayu kaso 5/7;M.86; m3 ;0,005;Rp7.579.000;Rp37.895,00;;;
;;Phenol film 12mm;M.505; Lbr ;0,043;Rp213.400;Rp9.176,20;;;
;;Minyak bekisting;M.404; L ;0,2;Rp35.000;Rp7.000,00;;;
;;Dynabol dia 12 x 120 mm;M.175; Buah ;0,693;Rp15.600;Rp10.810,80;;;
;;;;JUMLAH HARGA BAHAN;;;Rp64.882,00;;;
;C;PERALATAN;;;;;;;;
;;;;JUMLAH HARGA ALAT;;;;;;
;D;Jumlah (A+B+C);;;;;Rp69.513,00;;;
;E;Overhead & Profit 9,5%;;;0,095;;Rp6.603,74;;;
PB42;F;Harga Satuan Pekerjaan (D+E);;;;;Rp76.116,74;;;
;;;;;;;;;;
;Pembuatan 1 m2 bekisting untuk kolom beton pracetak (10-12 kali pakai);;;;;;;;;
;No;Uraian;Kode;Satuan;Koefisien;Harga Satuan;Jumlah Harga;;;
;A;TENAGA;;;;;;;;
;;Pekerja;L.01;OH;0,004;Rp93.000;Rp372,00;;;
;;Tukang Batu;L.02;OH;0,038;Rp98.000;Rp3.724,00;;;
;;Kepala tukang;L.03;OH;0,004;Rp106.000;Rp424,00;;;
;;Mandor;L.04;OH;0,001;Rp111.000;Rp111,00;;;
;;;;JUMLAH TENAGA KERJA;;;Rp4.631,00;;;
;B;BAHAN;;;;;;;;
;;Kayu kaso 5/7;M.86; m3 ;0,004;Rp7.579.000;Rp30.316,00;;;
;;Phenol film 12mm;M.505; Lbr ;0,048;Rp213.400;Rp10.243,20;;;
;;Minyak bekisting;M.404; L ;0,2;Rp35.000;Rp7.000,00;;;
;;Paku Biasa;M.200; Kg ;0,046;Rp18.000;Rp828,00;;;
;;Dynabol dia 12 x 120 mm;M.175; Buah ;0,693;Rp15.600;Rp10.810,80;;;
;;;;JUMLAH HARGA BAHAN;;;Rp59.198,00;;;
;C;PERALATAN;;;;;;;;
;;;;JUMLAH HARGA ALAT;;;;;;
;D;Jumlah (A+B+C);;;;;Rp63.829,00;;;
;E;Overhead & Profit 9,5%;;;0,095;;Rp6.063,76;;;
PB43;F;Harga Satuan Pekerjaan (D+E);;;;;Rp69.892,76;;;
;;;;;;;;;;
;Pemasangan dan membuka bekisting 1 buah komponen plat beton pracetak;;;;;;;;;
;No;Uraian;Kode;Satuan;Koefisien;Harga Satuan;Jumlah Harga;;;
;A;TENAGA;;;;;;;;
;;Pekerja;L.01;OH;0,053;Rp93.000;Rp4.929,00;;;
;;Tukang kayu;L.02;OH;0,018;Rp98.000;Rp1.764,00;;;
;;Mandor;L.04;OH;0,005;Rp111.000;Rp555,00;;;
;;;;JUMLAH TENAGA KERJA;;;Rp7.248,00;;;
;B;BAHAN;;;;;;;;
;;;;JUMLAH HARGA BAHAN;;;;;;
;C;PERALATAN;;;;;;;;
;;;;JUMLAH HARGA ALAT;;;;;;
;D;Jumlah (A+B+C);;;;;Rp7.248,00;;;
;E;Overhead & Profit 9,5%;;;0,095;;Rp688,56;;;
PB44;F;Harga Satuan Pekerjaan (D+E);;;;;Rp7.936,56;;;
;;;;;;;;;;
;Pemasangan dan membuka bekisting 1 buah komponen balok beton pracetak;;;;;;;;;
;No;Uraian;Kode;Satuan;Koefisien;Harga Satuan;Jumlah Harga;;;
;A;TENAGA;;;;;;;;
;;Pekerja;L.01;OH;0,089;Rp93.000;Rp8.277,00;;;
;;Tukang kayu;L.02;OH;0,03;Rp98.000;Rp2.940,00;;;
;;Mandor;L.04;OH;0,005;Rp111.000;Rp555,00;;;
;;;;JUMLAH TENAGA KERJA;;;Rp11.772,00;;;
;B;BAHAN;;;;;;;;
;;;;JUMLAH HARGA BAHAN;;;;;;
;C;PERALATAN;;;;;;;;
;;;;JUMLAH HARGA ALAT;;;;;;
;D;Jumlah (A+B+C);;;;;Rp11.772,00;;;
;E;Overhead & Profit 9,5%;;;0,095;;Rp1.118,34;;;
