;ANALISIS HARGA SATUAN PEKERJAAN (AHSP) BIDANG CIPTA KARYA;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;HARGA SATUAN PEKERJAAN PERSIAPAN;;;;;;;;;
;(K3) Pembuatan 1 m2 pagar sementara dari kayu tinggi 2 meter;;;;;;;;;
;No;Uraian;Kode;Satuan;Koefisien;Harga Satuan;Jumlah Harga;;;
;A;TENAGA;;;;;;;;
;;Semen portland;M.11; Kg ;8;Rp1.250;Rp10.000,00;;;
;;Pasir Pasang;M.48; m3 ;0,032;Rp131.100;Rp4.195,20;;;
;;;;JUMLAH HARGA BAHAN;;;Rp79.395,20;;;
;C;PERALATAN;;;;;;;;
;;;;JUMLAH HARGA ALAT;;;;;;
;D;Jumlah (A+B+C);;;;;Rp138.537,20;;;
;E;Overhead & Profit 9,5%;;;0,095;;Rp13.161,03;;;
PPA6;F;Harga Satuan Pekerjaan (D+E);;;;;Rp151.698,23;6;;
;;;;;;;;;;
;Pemasangan 1 m2 roof light fibreglass 90x180;;;;;;;;;
;No;Uraian;Kode;Satuan;Koefisien;Harga Satuan;Jumlah Harga;;;
;A;TENAGA;;;;;;;;
;;Pekerja;L.01;OH;0,14;Rp93.000;Rp13.020,00;;;
;;Tukang Kayu;L.02;OH;0,067;Rp98.000;Rp6.566,00;;;
;;Kepala tukang;L.03;OH;0,007;Rp106.000;Rp742,00;;;
;;Mandor;L.04;OH;0,007;Rp111.000;Rp777,00;;;
;;;;JUMLAH TENAGA KERJA;;;Rp21.105,00;;;
;B;BAHAN;;;;;;;;
;;Rooflight 90x180;M.624; Lbr ;0,6;Rp133.900;Rp80.340,00;;;
;;Paku biasa;M.200; Kg ;0,05;Rp18.000;Rp900,00;;;
;;;;JUMLAH HARGA BAHAN;;;Rp81.240,00;;;
;C;PERALATAN;;;;;;;;
;;;;JUMLAH HARGA ALAT;;;;;;
;D;Jumlah (A+B+C);;;;;Rp102.345,00;;;
;E;Overhead & Profit 9,5%;;;0,095;;Rp9.722,78;;;
PPA7;F;Harga Satuan Pekerjaan (D+E);;;;;Rp112.067,78;7;;
;;;;;;;;;;
;Pemasangan 1 m2 atap asbes gelombang 0,92mx2,5m x 5mm;;;;;;;;;
;No;Uraian;Kode;Satuan;Koefisien;Harga Satuan;Jumlah Harga;;;
;A;TENAGA;;;;;;;;
;;Pekerja;L.01;OH;0,14;Rp93.000;Rp13.020,00;;;
;;Tukang Kayu;L.02;OH;0,075;Rp98.000;Rp7.350,00;;;
;;Kepala tukang;L.03;OH;0,008;Rp106.000;Rp848,00;;;
;;Mandor;L.04;OH;0,008;Rp111.000;Rp888,00;;;
;;;;JUMLAH TENAGA KERJA;;;Rp22.106,00;;;
;B;BAHAN;;;;;;;;
;;Asbes gelombang 92x250;M.625; Lbr ;0,5;Rp130.900;Rp65.450,00;;;
;;Paku pancing 6x23;M.200; Kg ;0,12;Rp18.000;Rp2.160,00;;;
;;;;JUMLAH HARGA BAHAN;;;Rp67.610,00;;;
;C;PERALATAN;;;;;;;;
;;;;JUMLAH HARGA ALAT;;;;;;
;D;Jumlah (A+B+C);;;;;Rp89.716,00;;;
;E;Overhead & Profit 9,5%;;;0,095;;Rp8.523,02;;;
PPA8;F;Harga Satuan Pekerjaan (D+E);;;;;Rp98.239,02;8;;
;;;;;;;;;;
;Pemasangan 1 m2 atap asbes gelombang 0,92mx2,25m  x 5mm;;;;;;;;;
;No;Uraian;Kode;Satuan;Koefisien;Harga Satuan;Jumlah Harga;;;
;A;TENAGA;;;;;;;;
;;Pekerja;L.01;OH;0,14;Rp93.000;Rp13.020,00;;;
;;Tukang Kayu;L.02;OH;0,075;Rp98.000;Rp7.350,00;;;
;;Kepala tukang;L.03;OH;0,008;Rp106.000;Rp848,00;;;
;;Mandor;L.04;OH;0,008;Rp111.000;Rp888,00;;;
;;;;JUMLAH TENAGA KERJA;;;Rp22.106,00;;;
;B;BAHAN;;;;;;;;
;;Asbes gelombang 92x250;M.625; Lbr ;0,6;Rp130.900;Rp78.540,00;;;
;;Paku pancing 6x23;M.200; Kg ;0,12;Rp18.000;Rp2.160,00;;;
;;;;JUMLAH HARGA BAHAN;;;Rp80.700,00;;;
;C;PERALATAN;;;;;;;;
;;;;JUMLAH HARGA ALAT;;;;;;
;D;Jumlah (A+B+C);;;;;Rp102.806,00;;;
;E;Overhead & Profit 9,5%;;;0,095;;Rp9.766,57;;;
PPA9;F;Harga Satuan Pekerjaan (D+E);;;;;Rp112.572,57;9;;
;;;;;;;;;;
;Pemasangan 1 m2 atap asbes gelombang 0,92mx2,00m  x 5mm;;;;;;;;;
;No;Uraian;Kode;Satuan;Koefisien;Harga Satuan;Jumlah Harga;;;
;A;TENAGA;;;;;;;;
;;Pekerja;L.01;OH;0,14;Rp93.000;Rp13.020,00;;;
;;Tukang Kayu;L.02;OH;0,07;Rp98.000;Rp6.860,00;;;
;;Kepala tukang;L.03;OH;0,007;Rp106.000;Rp742,00;;;
;;Mandor;L.04;OH;0,007;Rp111.000;Rp777,00;;;
;;;;JUMLAH TENAGA KERJA;;;Rp21.399,00;;;
;B;BAHAN;;;;;;;;
;;Asbes gelombang 92x250;M.625; Lbr ;0,6;Rp130.900;Rp78.540,00;;;
;;Paku pancing 6x23;M.200; Kg ;0,12;Rp18.000;Rp2.160,00;;;
;;;;JUMLAH HARGA BAHAN;;;Rp80.700,00;;;
;C;PERALATAN;;;;;;;;
;;;;JUMLAH HARGA ALAT;;;;;;
;D;Jumlah (A+B+C);;;;;Rp102.099,00;;;
;E;Overhead & Profit 9,5%;;;0,095;;Rp9.699,41;;;
PPA10;F;Harga Satuan Pekerjaan (D+E);;;;;Rp111.798,41;10;;
;;;;;;;;;;
;Pemasangan 1 m2 atap asbes gelombang 0,92mx1.80m  x 5mm;;;;;;;;;
;No;Uraian;Kode;Satuan;Koefisien;Harga Satuan;Jumlah Harga;;;
;A;TENAGA;;;;;;;;
;;Pekerja;L.01;OH;0,14;Rp93.000;Rp13.020,00;;;
;;Tukang Kayu;L.02;OH;0,07;Rp98.000;Rp6.860,00;;;
;;Kepala tukang;L.03;OH;0,007;Rp106.000;Rp742,00;;;
;;Mandor;L.04;OH;0,007;Rp111.000;Rp777,00;;;
;;;;JUMLAH TENAGA KERJA;;;Rp21.399,00;;;
;B;BAHAN;;;;;;;;
;;Asbes gelombang 92x250;M.625; Lbr ;0,75;Rp130.900;Rp98.175,00;;;
;;Paku pancing 6x23;M.200; Kg ;0,12;Rp18.000;Rp2.160,00;;;
;;;;JUMLAH HARGA BAHAN;;;Rp100.335,00;;;
;C;PERALATAN;;;;;;;;
;;;;JUMLAH HARGA ALAT;;;;;;
;D;Jumlah (A+B+C);;;;;Rp121.734,00;;;
;E;Overhead & Profit 9,5%;;;0,095;;Rp11.564,73;;;
PPA11;F;Harga Satuan Pekerjaan (D+E);;;;;Rp133.298,73;11;;
;;;;;;;;;;
;Pemasangan 1 m2 atap asbes gelombang 1.05mx3.00m  x 4mm;;;;;;;;;
;No;Uraian;Kode;Satuan;Koefisien;Harga Satuan;Jumlah Harga;;;
;A;TENAGA;;;;;;;;
;;Pekerja;L.01;OH;0,14;Rp93.000;Rp13.020,00;;;
;;Tukang Kayu;L.02;OH;0,07;Rp98.000;Rp6.860,00;;;
;;Kepala tukang;L.03;OH;0,007;Rp106.000;Rp742,00;;;
;;Mandor;L.04;OH;0,007;Rp111.000;Rp777,00;;;
;;;;JUMLAH TENAGA KERJA;;;Rp21.399,00;;;
;B;BAHAN;;;;;;;;
;;Asbes gelombang 92x250;M.625; Lbr ;0,35;Rp130.900;Rp45.815,00;;;
;;Paku pancing 6x23;M.200; Kg ;0,12;Rp18.000;Rp2.160,00;;;
;;;;JUMLAH HARGA BAHAN;;;Rp47.975,00;;;
;C;PERALATAN;;;;;;;;
;;;;JUMLAH HARGA ALAT;;;;;;
;D;Jumlah (A+B+C);;;;;Rp69.374,00;;;
;E;Overhead & Profit 9,5%;;;0,095;;Rp6.590,53;;;
PPA12;F;Harga Satuan Pekerjaan (D+E);;;;;Rp75.964,53;12;;
;;;;;;;;;;
;Pemasangan 1 m2 atap asbes gelombang 1.05mx2.70m  x 4mm;;;;;;;;;
;No;Uraian;Kode;Satuan;Koefisien;Harga Satuan;Jumlah Harga;;;
;A;TENAGA;;;;;;;;
;;Pekerja;L.01;OH;0,14;Rp93.000;Rp13.020,00;;;
;;Tukang Kayu;L.02;OH;0,07;Rp98.000;Rp6.860,00;;;
;;Kepala tukang;L.03;OH;0,007;Rp106.000;Rp742,00;;;
;;Mandor;L.04;OH;0,007;Rp111.000;Rp777,00;;;
;;;;JUMLAH TENAGA KERJA;;;Rp21.399,00;;;
;B;BAHAN;;;;;;;;
;;Asbes gelombang 92x250;M.625; Lbr ;0,42;Rp130.900;Rp54.978,00;;;
;;Paku pancing 6x23;M.200; Kg ;0,12;Rp18.000;Rp2.160,00;;;
;;;;JUMLAH HARGA BAHAN;;;Rp57.138,00;;;
;C;PERALATAN;;;;;;;;
;;;;JUMLAH HARGA ALAT;;;;;;
;D;Jumlah (A+B+C);;;;;Rp78.537,00;;;
;E;Overhead & Profit 9,5%;;;0,095;;Rp7.461,02;;;
PPA13;F;Harga Satuan Pekerjaan (D+E);;;;;Rp85.998,02;13;;
;;;;;;;;;;
;Pemasangan 1 m2 atap asbes gelombang 1.05mx2.40m  x 4mm;;;;;;;;;
;No;Uraian;Kode;Satuan;Koefisien;Harga Satuan;Jumlah Harga;;;
;A;TENAGA;;;;;;;;
;;Pekerja;L.01;OH;0,14;Rp93.000;Rp13.020,00;;;
;;Tukang Kayu;L.02;OH;0,07;Rp98.000;Rp6.860,00;;;
;;Kepala tukang;L.03;OH;0,007;Rp106.000;Rp742,00;;;
;;Mandor;L.04;OH;0,007;Rp111.000;Rp777,00;;;
;;;;JUMLAH TENAGA KERJA;;;Rp21.399,00;;;
;B;BAHAN;;;;;;;;
;;Asbes gelombang 92x250;M.625; Lbr ;0,44;Rp130.900;Rp57.596,00;;;
;;Paku pancing 6x23;M.200; Kg ;0,12;Rp18.000;Rp2.160,00;;;
;;;;JUMLAH HARGA BAHAN;;;Rp59.756,00;;;
;C;PERALATAN;;;;;;;;
;;;;JUMLAH HARGA ALAT;;;;;;
;D;Jumlah (A+B+C);;;;;Rp81.155,00;;;
;E;Overhead & Profit 9,5%;;;0,095;;Rp7.709,73;;;
PPA14;F;Harga Satuan Pekerjaan (D+E);;;;;Rp88.864,73;14;;
;;;;;;;;;;
;Pemasangan 1 m2 atap asbes gelombang 1.05mx2.10m  x 4mm;;;;;;;;;
;No;Uraian;Kode;Satuan;Koefisien;Harga Satuan;Jumlah Harga;;;
;A;TENAGA;;;;;;;;
;;Pekerja;L.01;OH;0,14;Rp93.000;Rp13.020,00;;;
;;Tukang Kayu;L.02;OH;0,07;Rp98.000;Rp6.860,00;;;
;;Kepala tukang;L.03;OH;0,007;Rp106.000;Rp742,00;;;
;;Mandor;L.04;OH;0,007;Rp111.000;Rp777,00;;;
;;;;JUMLAH TENAGA KERJA;;;Rp21.399,00;;;
;B;BAHAN;;;;;;;;
;;Asbes gelombang 92x250;M.625; Lbr ;0,51;Rp130.900;Rp66.759,00;;;
;;Paku pancing 6x23;M.200; Kg ;0,12;Rp18.000;Rp2.160,00;;;
;;;;JUMLAH HARGA BAHAN;;;Rp68.919,00;;;
;C;PERALATAN;;;;;;;;
;;;;JUMLAH HARGA ALAT;;;;;;
;D;Jumlah (A+B+C);;;;;Rp90.318,00;;;
;E;Overhead & Profit 9,5%;;;0,095;;Rp8.580,21;;;
PPA15;F;Harga Satuan Pekerjaan (D+E);;;;;Rp98.898,21;15;;
;;;;;;;;;;
;Pemasangan 1 m2 atap asbes gelombang 1.05mx1.50m  x 4mm;;;;;;;;;
;No;Uraian;Kode;Satuan;Koefisien;Harga Satuan;Jumlah Harga;;;
;A;TENAGA;;;;;;;;
;;Pekerja;L.01;OH;0,14;Rp93.000;Rp13.020,00;;;
;;Tukang Kayu;L.02;OH;0,07;Rp98.000;Rp6.860,00;;;
;;Kepala tukang;L.03;OH;0,007;Rp106.000;Rp742,00;;;
;;Mandor;L.04;OH;0,007;Rp111.000;Rp777,00;;;
;;;;JUMLAH TENAGA KERJA;;;Rp21.399,00;;;
;B;BAHAN;;;;;;;;
;;Asbes gelombang 92x250;M.625; Lbr ;0,8;Rp130.900;Rp104.720,00;;;
;;Paku pancing 6x23;M.200; Kg ;0,12;Rp18.000;Rp2.160,00;;;
;;;;JUMLAH HARGA BAHAN;;;Rp106.880,00;;;
;C;PERALATAN;;;;;;;;
;;;;JUMLAH HARGA ALAT;;;;;;
;D;Jumlah (A+B+C);;;;;Rp128.279,00;;;
;E;Overhead & Profit 9,5%;;;0,095;;Rp12.186,51;;;
PPA16;F;Harga Satuan Pekerjaan (D+E);;;;;Rp140.465,51;16;;
;;;;;;;;;;
;Pemasangan 1 m2 atap asbes gelombang 1.08mx3.00m  x 6mm;;;;;;;;;
;No;Uraian;Kode;Satuan;Koefisien;Harga Satuan;Jumlah Harga;;;
;A;TENAGA;;;;;;;;
;;Pekerja;L.01;OH;0,14;Rp93.000;Rp13.020,00;;;
;;Tukang Kayu;L.02;OH;0,07;Rp98.000;Rp6.860,00;;;
;;Kepala tukang;L.03;OH;0,007;Rp106.000;Rp742,00;;;
;;Mandor;L.04;OH;0,007;Rp111.000;Rp777,00;;;
;;;;JUMLAH TENAGA KERJA;;;Rp21.399,00;;;
;B;BAHAN;;;;;;;;
;;Asbes gelombang 92x250;M.625; Lbr ;0,37;Rp130.900;Rp48.433,00;;;
;;Paku pancing 6x23;M.200; Kg ;0,12;Rp18.000;Rp2.160,00;;;
;;;;JUMLAH HARGA BAHAN;;;Rp50.593,00;;;
;C;PERALATAN;;;;;;;;
;;;;JUMLAH HARGA ALAT;;;;;;
;D;Jumlah (A+B+C);;;;;Rp71.992,00;;;
;E;Overhead & Profit 9,5%;;;0,095;;Rp6.839,24;;;
PPA17;F;Harga Satuan Pekerjaan (D+E);;;;;Rp78.831,24;17;;
;;;;;;;;;;
;Pemasangan 1 m2 atap asbes gelombang 1.08mx2.70m  x 6mm;;;;;;;;;
;No;Uraian;Kode;Satuan;Koefisien;Harga Satuan;Jumlah Harga;;;
;A;TENAGA;;;;;;;;
;;Pekerja;L.01;OH;0,14;Rp93.000;Rp13.020,00;;;
;;Tukang Kayu;L.02;OH;0,07;Rp98.000;Rp6.860,00;;;
;;Kepala tukang;L.03;OH;0,007;Rp106.000;Rp742,00;;;
;;Mandor;L.04;OH;0,007;Rp111.000;Rp777,00;;;
;;;;JUMLAH TENAGA KERJA;;;Rp21.399,00;;;
;B;BAHAN;;;;;;;;
;;Asbes gelombang 92x250;M.625; Lbr ;0,38;Rp130.900;Rp49.742,00;;;
;;Paku pancing 6x23;M.200; Kg ;0,12;Rp18.000;Rp2.160,00;;;
;;;;JUMLAH HARGA BAHAN;;;Rp51.902,00;;;
;C;PERALATAN;;;;;;;;
;;;;JUMLAH HARGA ALAT;;;;;;
;D;Jumlah (A+B+C);;;;;Rp73.301,00;;;
;E;Overhead & Profit 9,5%;;;0,095;;Rp6.963,60;;;
PPA18;F;Harga Satuan Pekerjaan (D+E);;;;;Rp80.264,60;18;;
;;;;;;;;;;
;Pemasangan 1 m2 atap asbes gelombang 1.08mx2.40m  x 6mm;;;;;;;;;
;No;Uraian;Kode;Satuan;Koefisien;Harga Satuan;Jumlah Harga;;;
;A;TENAGA;;;;;;;;
;;Pekerja;L.01;OH;0,14;Rp93.000;Rp13.020,00;;;
;;Tukang Kayu;L.02;OH;0,07;Rp98.000;Rp6.860,00;;;
;;Kepala tukang;L.03;OH;0,007;Rp106.000;Rp742,00;;;
;;Mandor;L.04;OH;0,007;Rp111.000;Rp777,00;;;
;;;;JUMLAH TENAGA KERJA;;;Rp21.399,00;;;
;B;BAHAN;;;;;;;;
;;Asbes gelombang 92x250;M.625; Lbr ;0,46;Rp130.900;Rp60.214,00;;;
;;Paku pancing 6x23;M.200; Kg ;0,12;Rp18.000;Rp2.160,00;;;
;;;;JUMLAH HARGA BAHAN;;;Rp62.374,00;;;
;C;PERALATAN;;;;;;;;
;;;;JUMLAH HARGA ALAT;;;;;;
;D;Jumlah (A+B+C);;;;;Rp83.773,00;;;
;E;Overhead & Profit 9,5%;;;0,095;;Rp7.958,44;;;
PPA19;F;Harga Satuan Pekerjaan (D+E);;;;;Rp91.731,44;19;;
;;;;;;;;;;
;Pemasangan 1 m2 atap asbes gelombang 1.08mx2.10m  x 6mm;;;;;;;;;
;No;Uraian;Kode;Satuan;Koefisien;Harga Satuan;Jumlah Harga;;;
;A;TENAGA;;;;;;;;
;;Pekerja;L.01;OH;0,14;Rp93.000;Rp13.020,00;;;
;;Tukang Kayu;L.02;OH;0,07;Rp98.000;Rp6.860,00;;;
;;Kepala tukang;L.03;OH;0,007;Rp106.000;Rp742,00;;;
;;Mandor;L.04;OH;0,007;Rp111.000;Rp777,00;;;
;;;;JUMLAH TENAGA KERJA;;;Rp21.399,00;;;
;B;BAHAN;;;;;;;;
;;Asbes gelombang 92x250;M.625; Lbr ;0,49;Rp130.900;Rp64.141,00;;;
;;Paku pancing 6x23;M.200; Kg ;0,12;Rp18.000;Rp2.160,00;;;
;;;;JUMLAH HARGA BAHAN;;;Rp66.301,00;;;
;C;PERALATAN;;;;;;;;
;;;;JUMLAH HARGA ALAT;;;;;;
;D;Jumlah (A+B+C);;;;;Rp87.700,00;;;
;E;Overhead & Profit 9,5%;;;0,095;;Rp8.331,50;;;
PPA20;F;Harga Satuan Pekerjaan (D+E);;;;;Rp96.031,50;20;;
;;;;;;;;;;
;Pemasangan 1 m2 atap asbes gelombang 1.08mx1.80m  x 6mm;;;;;;;;;
;No;Uraian;Kode;Satuan;Koefisien;Harga Satuan;Jumlah Harga;;;
;A;TENAGA;;;;;;;;
;;Pekerja;L.01;OH;0,14;Rp93.000;Rp13.020,00;;;
;;Tukang Kayu;L.02;OH;0,07;Rp98.000;Rp6.860,00;;;
;;Kepala tukang;L.03;OH;0,007;Rp106.000;Rp742,00;;;
;;Mandor;L.04;OH;0,007;Rp111.000;Rp777,00;;;
;;;;JUMLAH TENAGA KERJA;;;Rp21.399,00;;;
;B;BAHAN;;;;;;;;
;;Asbes gelombang 92x250;M.625; Lbr ;0,57;Rp130.900;Rp74.613,00;;;
;;Paku pancing 6x23;M.200; Kg ;0,12;Rp18.000;Rp2.160,00;;;
;;;;JUMLAH HARGA BAHAN;;;Rp76.773,00;;;
;C;PERALATAN;;;;;;;;
;;;;JUMLAH HARGA ALAT;;;;;;
;D;Jumlah (A+B+C);;;;;Rp98.172,00;;;
;E;Overhead & Profit 9,5%;;;0,095;;Rp9.326,34;;;
PPA21;F;Harga Satuan Pekerjaan (D+E);;;;;Rp107.498,34;21;;
;;;;;;;;;;
;Pemasangan 1 m’ bubung stel gelombang 0,92m;;;;;;;;;
;No;Uraian;Kode;Satuan;Koefisien;Harga Satuan;Jumlah Harga;;;
;A;TENAGA;;;;;;;;
;;Pekerja;L.01;OH;0,084;Rp93.000;Rp7.812,00;;;
;;Tukang Kayu;L.02;OH;0,125;Rp98.000;Rp12.250,00;;;
;;Kepala tukang;L.03;OH;0,013;Rp106.000;Rp1.378,00;;;
;;Mandor;L.04;OH;0,004;Rp111.000;Rp444,00;;;
;;;;JUMLAH TENAGA KERJA;;;Rp21.884,00;;;
;B;BAHAN;;;;;;;;
;;Bubung stel gel.;M.626; Lbr ;2,4;Rp100.700;Rp241.680,00;;;
;;Paku skrup;M.200; Kg ;6;Rp18.000;Rp108.000,00;;;
;;;;JUMLAH HARGA BAHAN;;;Rp349.680,00;;;
;C;PERALATAN;;;;;;;;
;;;;JUMLAH HARGA ALAT;;;;;;
;D;Jumlah (A+B+C);;;;;Rp371.564,00;;;
;E;Overhead & Profit 9,5%;;;0,095;;Rp35.298,58;;;
PPA22;F;Harga Satuan Pekerjaan (D+E);;;;;Rp406.862,58;22;;
;;;;;;;;;;
;Pemasangan 1 m’ bubung stel gelombang 1,05m;;;;;;;;;
;No;Uraian;Kode;Satuan;Koefisien;Harga Satuan;Jumlah Harga;;;
;A;TENAGA;;;;;;;;
;;Pekerja;L.01;OH;0,084;Rp93.000;Rp7.812,00;;;
;;Tukang Kayu;L.02;OH;0,125;Rp98.000;Rp12.250,00;;;
;;Kepala tukang;L.03;OH;0,013;Rp106.000;Rp1.378,00;;;
;;Mandor;L.04;OH;0,004;Rp111.000;Rp444,00;;;
;;;;JUMLAH TENAGA KERJA;;;Rp21.884,00;;;
;B;BAHAN;;;;;;;;
;;Bubung stel gel.;M.626; Lbr ;2,1;Rp100.700;Rp211.470,00;;;
;;Paku skrup;M.200; Kg ;6;Rp18.000;Rp108.000,00;;;
;;;;JUMLAH HARGA BAHAN;;;Rp319.470,00;;;
;C;PERALATAN;;;;;;;;
;;;;JUMLAH HARGA ALAT;;;;;;
;D;Jumlah (A+B+C);;;;;Rp341.354,00;;;
;E;Overhead & Profit 9,5%;;;0,095;;Rp32.428,63;;;
PPA23;F;Harga Satuan Pekerjaan (D+E);;;;;Rp373.782,63;23;;
;;;;;;;;;;
;Pemasangan 1 m’ bubung stel gelombang 1,08m;;;;;;;;;
;No;Uraian;Kode;Satuan;Koefisien;Harga Satuan;Jumlah Harga;;;
;A;TENAGA;;;;;;;;
;;Pekerja;L.01;OH;0,084;Rp93.000;Rp7.812,00;;;
;;Tukang Kayu;L.02;OH;0,125;Rp98.000;Rp12.250,00;;;
;;Kepala tukang;L.03;OH;0,013;Rp106.000;Rp1.378,00;;;
;;Mandor;L.04;OH;0,004;Rp111.000;Rp444,00;;;
;;;;JUMLAH TENAGA KERJA;;;Rp21.884,00;;;
;B;BAHAN;;;;;;;;
;;Bubung stel gel.;M.626; Lbr ;2,05;Rp100.700;Rp206.435,00;;;
;;Paku skrup;M.200; Kg ;6;Rp18.000;Rp108.000,00;;;
;;;;JUMLAH HARGA BAHAN;;;Rp314.435,00;;;
;C;PERALATAN;;;;;;;;
;;;;JUMLAH HARGA ALAT;;;;;;
;D;Jumlah (A+B+C);;;;;Rp336.319,00;;;
;E;Overhead & Profit 9,5%;;;0,095;;Rp31.950,31;;;
PPA24;F;Harga Satuan Pekerjaan (D+E);;;;;Rp368.269,31;24;;
;;;;;;;;;;
;Pemasangan 1 m’ nok paten 0,92m;;;;;;;;;
;No;Uraian;Kode;Satuan;Koefisien;Harga Satuan;Jumlah Harga;;;
;A;TENAGA;;;;;;;;
;;Pekerja;L.01;OH;0,084;Rp93.000;Rp7.812,00;;;
;;Tukang Kayu;L.02;OH;0,125;Rp98.000;Rp12.250,00;;;
;;Kepala tukang;L.03;OH;0,013;Rp106.000;Rp1.378,00;;;
;;Mandor;L.04;OH;0,004;Rp111.000;Rp444,00;;;
;;;;JUMLAH TENAGA KERJA;;;Rp21.884,00;;;
;B;BAHAN;;;;;;;;
;;Nok paten 92cm;M.627; Lbr ;1,2;Rp43.800;Rp52.560,00;;;
;;Paku skrup;M.200; Kg ;6;Rp18.000;Rp108.000,00;;;
;;;;JUMLAH HARGA BAHAN;;;Rp160.560,00;;;
;C;PERALATAN;;;;;;;;
;;;;JUMLAH HARGA ALAT;;;;;;
;D;Jumlah (A+B+C);;;;;Rp182.444,00;;;
;E;Overhead & Profit 9,5%;;;0,095;;Rp17.332,18;;;
PPA25;F;Harga Satuan Pekerjaan (D+E);;;;;Rp199.776,18;25;;
;;;;;;;;;;
;Pemasangan 1 m’ nok paten 1,05m;;;;;;;;;
;No;Uraian;Kode;Satuan;Koefisien;Harga Satuan;Jumlah Harga;;;
;A;TENAGA;;;;;;;;
;;Pekerja;L.01;OH;0,084;Rp93.000;Rp7.812,00;;;
;;Tukang Kayu;L.02;OH;0,125;Rp98.000;Rp12.250,00;;;
;;Kepala tukang;L.03;OH;0,013;Rp106.000;Rp1.378,00;;;
;;Mandor;L.04;OH;0,004;Rp111.000;Rp444,00;;;
;;;;JUMLAH TENAGA KERJA;;;Rp21.884,00;;;
;B;BAHAN;;;;;;;;
;;Nok paten 92cm;M.627; Lbr ;1,2;Rp43.800;Rp52.560,00;;;
;;Paku skrup;M.200; Kg ;6;Rp18.000;Rp108.000,00;;;
;;;;JUMLAH HARGA BAHAN;;;Rp160.560,00;;;
;C;PERALATAN;;;;;;;;
;;;;JUMLAH HARGA ALAT;;;;;;
;D;Jumlah (A+B+C);;;;;Rp182.444,00;;;
;E;Overhead & Profit 9,5%;;;0,095;;Rp17.332,18;;;
PPA26;F;Harga Satuan Pekerjaan (D+E);;;;;Rp199.776,18;26;;
;;;;;;;;;;
;Pemasangan 1 m’ nok paten 1,08m;;;;;;;;;
;No;Uraian;Kode;Satuan;Koefisien;Harga Satuan;Jumlah Harga;;;
;A;TENAGA;;;;;;;;
;;Pekerja;L.01;OH;0,084;Rp93.000;Rp7.812,00;;;
;;Tukang Kayu;L.02;OH;0,125;Rp98.000;Rp12.250,00;;;
;;Kepala tukang;L.03;OH;0,013;Rp106.000;Rp1.378,00;;;
;;Mandor;L.04;OH;0,004;Rp111.000;Rp444,00;;;
;;;;JUMLAH TENAGA KERJA;;;Rp21.884,00;;;
;B;BAHAN;;;;;;;;
;;Nok paten 92cm;M.627; Lbr ;1,2;Rp43.800;Rp52.560,00;;;
;;Paku skrup;M.200; Kg ;6;Rp18.000;Rp108.000,00;;;
;;;;JUMLAH HARGA BAHAN;;;Rp160.560,00;;;
;C;PERALATAN;;;;;;;;
;;;;JUMLAH HARGA ALAT;;;;;;
;D;Jumlah (A+B+C);;;;;Rp182.444,00;;;
;E;Overhead & Profit 9,5%;;;0,095;;Rp17.332,18;;;
PPA27;F;Harga Satuan Pekerjaan (D+E);;;;;Rp199.776,18;27;;
;;;;;;;;;;
;Pemasangan 1 m’ nok stel rata 0,92m;;;;;;;;;
;No;Uraian;Kode;Satuan;Koefisien;Harga Satuan;Jumlah Harga;;;
;A;TENAGA;;;;;;;;
;;Pekerja;L.01;OH;0,1;Rp93.000;Rp9.300,00;;;
;;Tukang Kayu;L.02;OH;0,15;Rp98.000;Rp14.700,00;;;
;;Kepala tukang;L.03;OH;0,013;Rp106.000;Rp1.378,00;;;
;;Mandor;L.04;OH;0,004;Rp111.000;Rp444,00;;;
;;;;JUMLAH TENAGA KERJA;;;Rp25.822,00;;;
;B;BAHAN;;;;;;;;
;;Nok paten 92cm;M.627; Lbr ;1,1;Rp43.800;Rp48.180,00;;;
;;Paku skrup;M.200; Kg ;6;Rp18.000;Rp108.000,00;;;
;;;;JUMLAH HARGA BAHAN;;;Rp156.180,00;;;
;C;PERALATAN;;;;;;;;
;;;;JUMLAH HARGA ALAT;;;;;;
;D;Jumlah (A+B+C);;;;;Rp182.002,00;;;
;E;Overhead & Profit 9,5%;;;0,095;;Rp17.290,19;;;
PPA28;F;Harga Satuan Pekerjaan (D+E);;;;;Rp199.292,19;28;;
;;;;;;;;;;
;Pemasangan 1 m’ nok stel rata 1,05m;;;;;;;;;
;No;Uraian;Kode;Satuan;Koefisien;Harga Satuan;Jumlah Harga;;;
;A;TENAGA;;;;;;;;
;;Pekerja;L.01;OH;0,084;Rp93.000;Rp7.812,00;;;
;;Tukang Kayu;L.02;OH;0,125;Rp98.000;Rp12.250,00;;;
;;Kepala tukang;L.03;OH;0,013;Rp106.000;Rp1.378,00;;;
;;Mandor;L.04;OH;0,004;Rp111.000;Rp444,00;;;
;;;;JUMLAH TENAGA KERJA;;;Rp21.884,00;;;
;B;BAHAN;;;;;;;;
;;Nok paten 92cm;M.627; Lbr ;1,1;Rp43.800;Rp48.180,00;;;
;;Paku skrup;M.200; Kg ;6;Rp18.000;Rp108.000,00;;;
;;;;JUMLAH HARGA BAHAN;;;Rp156.180,00;;;
